preset,anchor,z,H_code,H_phys
vacuum_plus_matter,Planck_67p4,1.945569225593255,0.9854002485603003,273.37708259791214
vacuum_plus_matter,Planck_67p4,1.8921260209206823,0.9630036948072189,267.1636637011641
vacuum_plus_matter,Planck_67p4,1.8396524679204784,0.9410984139871732,261.0865374036811
vacuum_plus_matter,Planck_67p4,1.7881309736288329,0.9196738138215559,255.14276511657195
vacuum_plus_matter,Planck_67p4,1.7375442642814827,0.8987195277713285,249.32947087729943
vacuum_plus_matter,Planck_67p4,1.6878753795222878,0.878225410259514,243.64384002426868
vacuum_plus_matter,Planck_67p4,1.63910766671688,0.8581815319942256,238.08311789930679
vacuum_plus_matter,Planck_67p4,1.5912247753694873,0.8385781753901218,232.64460857744874
vacuum_plus_matter,Planck_67p4,1.5442106516410519,0.8194058300862191,227.32567362345583
vacuum_plus_matter,Planck_67p4,1.4980495329668146,0.8006551885580457,222.1237308745063
vacuum_plus_matter,Planck_67p4,1.4527259427715502,0.7823171418221477,217.03625324850773
vacuum_plus_matter,Planck_67p4,1.4082246852806937,0.7643827752310163,212.06076757749418
vacuum_plus_matter,Planck_67p4,1.3645308404256045,0.746843364356531,207.1948534655804
vacuum_plus_matter,Planck_67p4,1.3216297588412718,0.7296903709600651,202.43614217095853
vacuum_plus_matter,Planck_67p4,1.2795070569547797,0.7129154390474296,197.7823155114311
vacuum_plus_matter,Planck_67p4,1.2381486121628833,0.6965103910068757,193.2311047929869
vacuum_plus_matter,Planck_67p4,1.1975405580970806,0.680467223828409,188.78028976093503
vacuum_plus_matter,Planck_67p4,1.1576692799745953,0.6647781054027083,184.4276975731234
vacuum_plus_matter,Planck_67p4,1.1185214100337082,0.6494353708979775,180.17120179477783
vacuum_plus_matter,Planck_67p4,1.0800838230519068,0.6344315192130882,176.0087214145064
vacuum_plus_matter,Planck_67p4,1.042343631945354,0.6197592095054143,171.93821988102576
vacuum_plus_matter,Planck_67p4,1.0052881834481973,0.6054112577917852,167.95770416017183
vacuum_plus_matter,Planck_67p4,0.9689050538702704,0.5913806336210216,164.06522381177012
vacuum_plus_matter,Planck_67p4,0.9331820449317658,0.5776604568165464,160.2588700859466
vacuum_plus_matter,Planck_67p4,0.8981071796734819,0.564243994287601,156.5367750384712
vacuum_plus_matter,Planck_67p4,0.8636686984412718,0.551124656907617,152.89711066473293
vacuum_plus_matter,Planck_67p4,0.8298550549433488,0.5382959964583373,149.3380880519548
vacuum_plus_matter,Planck_67p4,0.7966549123791276,0.5257517026382961,145.85795654926414
vacuum_plus_matter,Planck_67p4,0.7640571396383014,0.513485600134309,142.45500295524369
vacuum_plus_matter,Planck_67p4,0.732050807568881,0.5014916457546406,139.12755072259333
vacuum_plus_matter,Planck_67p4,0.700625185312947,0.48976392562255455,135.87395917954404
vacuum_plus_matter,Planck_67p4,0.6697697367088806,0.4782966524289727,132.69262276766995
vacuum_plus_matter,Planck_67p4,0.6394741167588769,0.46708416274299536,129.58197029575302
vacuum_plus_matter,Planck_67p4,0.6097281681605435,0.45612091437906715,126.54046420936234
vacuum_plus_matter,Planck_67p4,0.5805219179014334,0.44540148381958955,123.5665998758163
vacuum_plus_matter,Planck_67p4,0.5518455739153638,0.43492056369181314,120.65890488420304
vacuum_plus_matter,Planck_67p4,0.5236895217993993,0.4246729602978629,117.81593836014177
vacuum_plus_matter,Planck_67p4,0.49604432159040446,0.4146535911967745,115.03629029497324
vacuum_plus_matter,Planck_67p4,0.46890070460007793,0.4048574828374444,112.31858088907511
vacuum_plus_matter,Planck_67p4,0.44224957030741274,0.39527976824141536,109.661459909003
vacuum_plus_matter,Planck_67p4,0.41608198330753665,0.385915684734447,107.06360605816587
vacuum_plus_matter,Planck_67p4,0.3903891703159137,0.37676057172583566,104.52372636074847
vacuum_plus_matter,Planck_67p4,0.36516251722689796,0.3678098685344765,102.04055555860123
vacuum_plus_matter,Planck_67p4,0.3403935662256574,0.35905911226067483,99.61285552082221
vacuum_plus_matter,Planck_67p4,0.3160740129524968,0.35050393570273947,97.2394146657631
vacuum_plus_matter,Planck_67p4,0.29219570371863113,0.3421400653174067,94.91904739519465
vacuum_plus_matter,Planck_67p4,0.26875063277247313,0.3339633192231651,92.65059354037419
vacuum_plus_matter,Planck_67p4,0.24573093961552184,0.3259696052455707,90.43291781976251
vacuum_plus_matter,Planck_67p4,0.22312890636694993,0.31815491900365783,88.26490930814151
vacuum_plus_matter,Planck_67p4,0.20093695517600718,0.31051534203657305,86.14548091689117
vacuum_plus_matter,Planck_67p4,0.17914764568137076,0.30304703996957366,84.0735688851871
vacuum_plus_matter,Planck_67p4,0.1577536725165951,0.29574626071855203,82.04813228188638
vacuum_plus_matter,Planck_67p4,0.13674786286081786,0.28860933273226264,80.06815251787297
vacuum_plus_matter,Planck_67p4,0.11612317403390882,0.2816326632714454,78.13263286863935
vacuum_plus_matter,Planck_67p4,0.09587269113524877,0.2748127367240552,76.2405980068849
vacuum_plus_matter,Planck_67p4,0.07598962472535042,0.26814611295582363,74.3910935449165
vacuum_plus_matter,Planck_67p4,0.056467308549542405,0.26162942569539255,72.58318558664017
vacuum_plus_matter,Planck_67p4,0.037299197302955056,0.25525938095327627,70.81596028893786
vacuum_plus_matter,Planck_67p4,0.01847886443605673,0.24903275547392162,69.0885234322263
vacuum_plus_matter,Planck_67p4,4.440892098500626e-15,0.2429463952201511,67.4
vacuum_plus_matter,SH0ES_73p0,1.945569225593255,0.9854002485603003,296.0909054843855
vacuum_plus_matter,SH0ES_73p0,1.8921260209206823,0.9630036948072189,289.36123813330835
vacuum_plus_matter,SH0ES_73p0,1.8396524679204784,0.9410984139871732,282.7791873956784
vacuum_plus_matter,SH0ES_73p0,1.7881309736288329,0.9196738138215559,276.3415705268509
vacuum_plus_matter,SH0ES_73p0,1.7375442642814827,0.8987195277713285,270.04527261191186
vacuum_plus_matter,SH0ES_73p0,1.6878753795222878,0.878225410259514,263.8872451301426
vacuum_plus_matter,SH0ES_73p0,1.63910766671688,0.8581815319942256,257.86450454969423
vacuum_plus_matter,SH0ES_73p0,1.5912247753694873,0.8385781753901218,251.97413095183614
vacuum_plus_matter,SH0ES_73p0,1.5442106516410519,0.8194058300862191,246.21326668415836
vacuum_plus_matter,SH0ES_73p0,1.4980495329668146,0.8006551885580457,240.57911504212103
vacuum_plus_matter,SH0ES_73p0,1.4527259427715502,0.7823171418221477,235.06893897835405
vacuum_plus_matter,SH0ES_73p0,1.4082246852806937,0.7643827752310163,229.68005983912573
vacuum_plus_matter,SH0ES_73p0,1.3645308404256045,0.746843364356531,224.40985612740903
vacuum_plus_matter,SH0ES_73p0,1.3216297588412718,0.7296903709600651,219.25576229198774
vacuum_plus_matter,SH0ES_73p0,1.2795070569547797,0.7129154390474296,214.21526754205442
vacuum_plus_matter,SH0ES_73p0,1.2381486121628833,0.6965103910068757,209.2859146867662
vacuum_plus_matter,SH0ES_73p0,1.1975405580970806,0.680467223828409,204.4652989992323
vacuum_plus_matter,SH0ES_73p0,1.1576692799745953,0.6647781054027083,199.75106710442148
vacuum_plus_matter,SH0ES_73p0,1.1185214100337082,0.6494353708979775,195.14091589048635
vacuum_plus_matter,SH0ES_73p0,1.0800838230519068,0.6344315192130882,190.63259144301136
vacuum_plus_matter,SH0ES_73p0,1.042343631945354,0.6197592095054143,186.22388800170447
vacuum_plus_matter,SH0ES_73p0,1.0052881834481973,0.6054112577917852,181.9126469390585
vacuum_plus_matter,SH0ES_73p0,0.9689050538702704,0.5913806336210216,177.69675576052254
vacuum_plus_matter,SH0ES_73p0,0.9331820449317658,0.5776604568165464,173.5741471257285
vacuum_plus_matter,SH0ES_73p0,0.8981071796734819,0.564243994287601,169.54279789033228
vacuum_plus_matter,SH0ES_73p0,0.8636686984412718,0.551124656907617,165.60072816803418
vacuum_plus_matter,SH0ES_73p0,0.8298550549433488,0.5382959964583373,161.7460004123546
vacuum_plus_matter,SH0ES_73p0,0.7966549123791276,0.5257517026382961,157.976718517749
vacuum_plus_matter,SH0ES_73p0,0.7640571396383014,0.513485600134309,154.29102693965564
vacuum_plus_matter,SH0ES_73p0,0.732050807568881,0.5014916457546406,150.68710983307585
vacuum_plus_matter,SH0ES_73p0,0.700625185312947,0.48976392562255455,147.16319020929842
vacuum_plus_matter,SH0ES_73p0,0.6697697367088806,0.4782966524289727,143.71752911038436
vacuum_plus_matter,SH0ES_73p0,0.6394741167588769,0.46708416274299536,140.3484248010381
vacuum_plus_matter,SH0ES_73p0,0.6097281681605435,0.45612091437906715,137.05421197749925
vacuum_plus_matter,SH0ES_73p0,0.5805219179014334,0.44540148381958955,133.83326099309477
vacuum_plus_matter,SH0ES_73p0,0.5518455739153638,0.43492056369181314,130.6839771001012
vacuum_plus_matter,SH0ES_73p0,0.5236895217993993,0.4246729602978629,127.60479970757193
vacuum_plus_matter,SH0ES_73p0,0.49604432159040446,0.4146535911967745,124.59420165479297
vacuum_plus_matter,SH0ES_73p0,0.46890070460007793,0.4048574828374444,121.65068850003684
vacuum_plus_matter,SH0ES_73p0,0.44224957030741274,0.39527976824141536,118.77279782429108
vacuum_plus_matter,SH0ES_73p0,0.41608198330753665,0.385915684734447,115.95909854964552
vacuum_plus_matter,SH0ES_73p0,0.3903891703159137,0.37676057172583566,113.20819027202727
vacuum_plus_matter,SH0ES_73p0,0.36516251722689796,0.3678098685344765,110.51870260798054
vacuum_plus_matter,SH0ES_73p0,0.3403935662256574,0.35905911226067483,107.88929455519319
vacuum_plus_matter,SH0ES_73p0,0.3160740129524968,0.35050393570273947,105.31865386647932
vacuum_plus_matter,SH0ES_73p0,0.29219570371863113,0.3421400653174067,102.80549643693188
vacuum_plus_matter,SH0ES_73p0,0.26875063277247313,0.3339633192231651,100.3485657039661
vacuum_plus_matter,SH0ES_73p0,0.24573093961552184,0.3259696052455707,97.94663205998016
vacuum_plus_matter,SH0ES_73p0,0.22312890636694993,0.31815491900365783,95.59849227736395
vacuum_plus_matter,SH0ES_73p0,0.20093695517600718,0.31051534203657305,93.30296894559429
vacuum_plus_matter,SH0ES_73p0,0.17914764568137076,0.30304703996957366,91.05890992015813
vacuum_plus_matter,SH0ES_73p0,0.1577536725165951,0.29574626071855203,88.86518778305201
vacuum_plus_matter,SH0ES_73p0,0.13674786286081786,0.28860933273226264,86.72069931461019
vacuum_plus_matter,SH0ES_73p0,0.11612317403390882,0.2816326632714454,84.62436497641946
vacuum_plus_matter,SH0ES_73p0,0.09587269113524877,0.2748127367240552,82.57512840508303
vacuum_plus_matter,SH0ES_73p0,0.07598962472535042,0.26814611295582363,80.57195591660096
vacuum_plus_matter,SH0ES_73p0,0.056467308549542405,0.26162942569539255,78.61383602113845
vacuum_plus_matter,SH0ES_73p0,0.037299197302955056,0.25525938095327627,76.6997789479594
vacuum_plus_matter,SH0ES_73p0,0.01847886443605673,0.24903275547392162,74.82881618030443
vacuum_plus_matter,SH0ES_73p0,4.440892098500626e-15,0.2429463952201511,73.0
